a2092723.262612
L'Aquila 27/09/2020 23:26:09 27/09/2020 23:26:26 0650 0013.384373 0052.542185 00.0 00.0
0000500 0010 0000000 0010 05 0000000 0000 0000000 0000
1 0 1 16380 0 0800 3.75 00355.o 0 0 02 000 12 000500 0.500 BT0 "ch1 UV-AIR"
1 2 1 04090 0 0800 3.75 00355.o 0 0 02 000 12 000500 0.500 S2A0 "ch1 UV-AIR"
1 1 1 16380 0 0800 3.75 00355.o 0 0 00 000 00 000500 3.1746 BC0 "ch1 UV-AIR"
1 3 1 04090 0 0800 3.75 00355.o 0 0 00 000 00 000500 3.1746 S2P0 "ch1 UV-AIR"
1 1 1 16380 1 0800 3.75 00386.o 0 0 00 000 00 000500 3.1746 BC1 "ch2 UV-N2"
355.000 .o Analog 0 	355.000 .o Analog StDev 0 	355.000 .o Photon Counting 0 	355.000 .o PC StDev 0 	386.000 .o Photon Counting 1 
10.5377	0.0507663	137.28	3.31628	138.72
11.1338	0.0521871	138.24	3.3306	138.24
10.7392	0.0512472	137.6	3.31986	138.64
10.8799	0.051586	137.84	3.32344	138.32
10.8579	0.0515313	137.84	3.32344	137.76
10.8447	0.0514986	137.76	3.32344	137.68
10.3905	0.0504056	137.04	3.31628	137.92
10.4945	0.050657	137.2	3.31628	137.68
10.2422	0.050045	136.72	3.30911	137.44
10.1873	0.0499138	136.64	3.30911	137.84
10.295	0.0501761	136.8	3.31269	136.72
10.9714	0.0518046	138	3.32702	137.36
10.7048	0.0511707	137.52	3.31986	137.92
10.9123	0.0516625	137.92	3.32344	138
10.9219	0.0516844	137.92	3.32344	137.76
10.3333	0.0502745	136.88	3.31269	137.92
10.044	0.0495641	136.4	3.30553	137.76
10.379	0.0503838	136.96	3.31269	136.64
10.2022	0.0499466	136.64	3.30911	137.04
10.388	0.0504056	136.96	3.31269	136.4
10.3795	0.0503838	136.96	3.31269	135.92
10.5016	0.0506789	137.2	3.31628	135.92
9.80684	0.0489739	135.92	3.30195	136.88
9.89182	0.0491816	136.08	3.30195	136.32
10.2757	0.0501324	136.8	3.31269	137.12
10.0278	0.0495204	136.32	3.30553	136.48
9.55067	0.0483291	135.36	3.29479	136.56
10.2256	0.0500122	136.72	3.30911	136.48
9.76581	0.0488755	135.76	3.29837	135.76
10.0112	0.0494766	136.32	3.30553	135.52
9.82515	0.0490176	135.92	3.30195	136.48
10.0615	0.0496078	136.4	3.30553	136.8
10.2034	0.0499575	136.64	3.30911	136.16
9.44713	0.0480668	135.12	3.29121	136.64
10.1048	0.0497171	136.48	3.30911	135.76
9.97949	0.0494001	136.24	3.30553	135.52
9.29695	0.0476843	134.88	3.28763	135.92
9.32015	0.0477389	134.88	3.28763	134.72
9.7917	0.0489411	135.84	3.29837	136.32
9.92552	0.049269	136.08	3.30195	136.08
9.35531	0.0478373	134.96	3.28763	134.88
9.58095	0.0484056	135.44	3.29479	135.76
9.02369	0.0469739	134.16	3.28046	134.4
9.13114	0.047258	134.48	3.28404	135.68
9.10598	0.0471924	134.4	3.28404	135.92
9.29426	0.0476733	134.8	3.28763	134.96
9.27521	0.0476296	134.8	3.28763	135.2
9.17167	0.0473564	134.56	3.28404	135.36
8.86032	0.0465476	133.84	3.27688	134.56
8.88132	0.0466023	133.92	3.27688	134.32
9.10549	0.0471924	134.4	3.28404	135.2
9.10818	0.0471924	134.48	3.28404	134.4
9.43907	0.0480449	135.12	3.29121	134.56
9.21758	0.0474766	134.64	3.28404	134.24
8.82955	0.0464711	133.76	3.2733	133.76
8.77534	0.046329	133.68	3.2733	134.16
9.316	0.047728	134.88	3.28763	134.64
8.93895	0.0467553	134	3.27688	133.2
8.77314	0.0463181	133.6	3.2733	134
8.55678	0.0457498	133.12	3.26614	133.44
8.53382	0.0456842	133.04	3.26614	134.56
8.88571	0.0466132	133.92	3.27688	133.04
9.13846	0.0472799	134.48	3.28404	134.48
9.13114	0.047258	134.4	3.28404	134.08
8.29377	0.0450394	132.4	3.25898	132.64
9.09768	0.0471706	134.4	3.28404	132.4
9.02955	0.0469957	134.16	3.28046	133.92
8.47863	0.0455421	132.88	3.26256	133.44
8.49573	0.0455858	132.96	3.26256	133.04
8.24933	0.0449192	132.16	3.25539	132.64
8.2525	0.0449301	132.16	3.25539	133.76
8.19048	0.0447552	132.08	3.25539	133.44
8.16459	0.0446896	131.92	3.25181	132.8
8.76508	0.0462962	133.52	3.26972	132.08
8.8188	0.0464383	133.68	3.2733	132.88
8.00195	0.0442415	131.44	3.24465	131.68
8.55409	0.0457389	133.04	3.26614	133.04
8.07375	0.0444383	131.68	3.24823	133.28
8.19243	0.0447661	132	3.25181	132.96
8.36728	0.0452361	132.56	3.25898	132.08
8.08913	0.044482	131.76	3.24823	132.32
8.25446	0.0449301	132.24	3.25539	133.2
8.22271	0.0448427	132.08	3.25539	132.4
7.92479	0.044023	131.36	3.24465	132.72
8.42027	0.0453782	132.64	3.26256	130.72
8.13675	0.0446131	132	3.25181	132.32
7.95263	0.0440995	131.36	3.24465	132.08
7.99243	0.0442088	131.52	3.24823	132.32
8.07668	0.0444492	131.76	3.24823	132.32
8.35214	0.0451924	132.48	3.25898	132.32
7.98828	0.0441978	131.6	3.24823	131.76
8.31013	0.0450831	132.48	3.25898	131.44
7.75336	0.0435421	130.88	3.23749	130.64
8.32283	0.0451159	132.4	3.25898	130.16
7.9094	0.0439792	131.28	3.24465	131.68
8.19267	0.0447661	132.08	3.25539	132.16
7.70476	0.0434109	130.64	3.23391	131.76
7.52479	0.0428972	130	3.22674	129.76
7.56947	0.0430284	130.24	3.23033	131.44
8.0906	0.044482	131.68	3.24823	129.28
8.00904	0.0442525	131.52	3.24823	129.92
7.93675	0.0440557	131.36	3.24465	130.16
7.29206	0.0422306	129.2	3.216	130.16
7.87106	0.04387	131.12	3.24107	131.44
7.71282	0.0434328	130.64	3.23391	129.76
7.96386	0.0441323	131.36	3.24465	130.56
7.77607	0.0436076	130.8	3.23749	129.84
7.29304	0.0422306	129.12	3.216	131.2
7.14432	0.0418043	128.72	3.21242	130.8
7.37241	0.0424601	129.44	3.21958	128.72
7.16386	0.041859	128.64	3.21242	128.32
7.15556	0.0418371	128.72	3.21242	130.32
7.3116	0.0422852	129.28	3.21958	128.88
7.35433	0.0424054	129.44	3.21958	130.4
6.92698	0.0411595	127.92	3.20167	130.16
6.94066	0.0412032	127.84	3.20167	128.96
7.27228	0.0421759	129.28	3.21958	128.72
7.19463	0.0419464	128.96	3.216	128.72
7.48059	0.042777	129.84	3.22674	127.76
7.38388	0.0424929	129.44	3.21958	128.72
7.53016	0.0429191	130.08	3.23033	128.8
7.26398	0.0421541	129.12	3.216	129.52
7.25812	0.0421322	129.2	3.216	127.76
6.79756	0.040777	127.28	3.19451	127.28
7.42662	0.0426131	129.68	3.22316	129.68
7.20171	0.0419683	128.88	3.216	127.52
7.30891	0.0422743	129.28	3.21958	128.16
6.96117	0.0412579	127.92	3.20167	128
7.27131	0.042165	129.12	3.216	127.6
6.62247	0.0402414	126.64	3.18735	127.52
6.80904	0.0408098	127.52	3.19809	129.12
6.63468	0.0402852	126.72	3.18735	128.8
6.89304	0.0410611	127.84	3.20167	127.04
6.80806	0.0408098	127.28	3.19451	126.48
6.79292	0.0407551	127.36	3.19451	126.96
6.80855	0.0408098	127.28	3.19451	128.56
6.53114	0.0399682	126.08	3.18019	128.4
6.91331	0.0411158	127.76	3.20167	128.16
6.5746	0.0400994	126.32	3.18019	127.36
6.59707	0.0401649	126.4	3.18377	127.36
6.7265	0.0405584	127.04	3.19093	126.4
6.9072	0.0411049	127.84	3.20167	127.28
6.79927	0.040777	127.36	3.19451	128
6.93382	0.0411814	128	3.20167	128.08
6.60708	0.0401977	126.56	3.18377	127.6
6.97558	0.0413016	128.16	3.20526	125.6
6.90403	0.0410939	127.68	3.19809	127.44
6.48547	0.0398261	125.92	3.17661	125.36
6.91111	0.0411158	127.84	3.20167	126.56
6.27888	0.0391922	125.12	3.16586	127.2
6.17241	0.0388534	124.64	3.16228	127.68
6.82857	0.0408644	127.6	3.19809	127.52
6.20952	0.0389737	124.72	3.16228	126.48
6.07863	0.0385583	124.24	3.15512	127.36
6.1243	0.0387004	124.48	3.1587	126.32
6.63443	0.0402852	126.64	3.18735	125.12
6.75433	0.0406458	127.04	3.19093	127.12
6.45226	0.0397278	125.84	3.17661	126.4
6.60635	0.0401977	126.48	3.18377	123.84
6.36142	0.0394436	125.44	3.16944	125.84
6.20635	0.0389627	124.96	3.16586	123.6
6.26593	0.0391485	124.88	3.16228	126.72
6.10305	0.0386348	124.16	3.15512	125.52
6.47009	0.0397824	125.92	3.17661	124.4
6.33114	0.0393452	125.28	3.16944	124.16
6.20855	0.0389627	124.88	3.16228	124.56
6.2442	0.0390829	125.04	3.16586	122.96
6.0862	0.0385802	124.32	3.1587	125.04
6.44127	0.039695	125.76	3.17302	124.72
5.90574	0.038001	123.28	3.14437	125.44
5.92698	0.0380775	123.44	3.14437	123.84
5.93187	0.0380884	123.36	3.14437	124.8
6.1619	0.0388206	124.56	3.1587	125.52
6.09841	0.0386239	124.32	3.1587	125.6
6.30794	0.0392797	125.36	3.16944	123.28
5.81026	0.0376949	122.72	3.13721	125.04
6.05641	0.0384818	124	3.15154	124.4
5.74994	0.0374982	122.48	3.13363	124.72
6.12918	0.0387223	124.24	3.15512	121.6
5.73016	0.0374326	122.32	3.13005	125.12
5.8464	0.0378152	122.88	3.13721	121.84
5.57021	0.036908	121.36	3.11931	122.96
5.67497	0.0372578	122	3.12647	124.4
5.68107	0.0372796	121.84	3.12647	123.84
5.64957	0.0371703	121.92	3.12647	124.48
5.72283	0.0374108	122.4	3.13363	121.28
5.58486	0.0369627	121.36	3.11931	124.16
5.48278	0.0366239	120.96	3.11214	120.96
5.66227	0.037214	121.76	3.12289	122.96
5.5956	0.0369955	121.36	3.11931	121.92
5.5956	0.0369955	121.52	3.12289	123.92
5.45397	0.0365255	120.8	3.11214	123.36
5.81636	0.0377168	122.88	3.13721	121.92
5.73626	0.0374545	122.48	3.13363	120.48
5.3663	0.0362304	120.08	3.1014	123.04
5.45934	0.0365364	120.72	3.11214	120.16
5.61978	0.037072	121.68	3.12289	119.92
5.55433	0.0368534	121.28	3.11931	123.52
5.6674	0.037225	121.84	3.12647	119.92
5.4149	0.0363944	120.32	3.10498	123.04
5.58315	0.0369517	121.28	3.11931	120.4
5.27204	0.0359135	119.6	3.09782	119.28
5.44957	0.0365036	120.56	3.10856	121.2
5.55507	0.0368643	121.44	3.11931	120.08
5.65031	0.0371703	122	3.12647	120.72
5.37607	0.0362632	120	3.1014	122.16
5.74286	0.0374763	122.32	3.13005	122.32
5.74432	0.0374873	122.4	3.13363	120
5.56239	0.0368862	121.2	3.11572	120.64
5.37753	0.0362632	120.24	3.10498	119.04
5.24884	0.035826	119.6	3.09782	120.08
5.20195	0.035673	118.96	3.08707	120.4
5.62662	0.0370938	121.68	3.12289	121.68
5.33895	0.0361321	120	3.1014	119.52
5.10525	0.0353342	118.32	3.07991	121.52
5.4083	0.0363725	120.4	3.10498	121.76
5.42808	0.0364381	120.32	3.10498	118.8
5.6232	0.0370829	121.52	3.12289	118.64
5.44835	0.0365036	120.56	3.10856	120.4
5.1619	0.0355309	118.96	3.08707	119.44
5.22173	0.0357386	119.12	3.09065	119.6
5.00366	0.0349845	117.44	3.06917	118.48
5.31551	0.0360555	119.76	3.09782	120.64
5.22027	0.0357277	119.28	3.09065	118.56
5.52821	0.0367659	120.96	3.11214	117.84
5.45153	0.0365146	120.64	3.10856	120.08
4.94945	0.0347878	117.04	3.062	119.76
5.35018	0.0361758	120.16	3.10498	118.88
5.05617	0.0351703	118.32	3.07991	116.24
5.33504	0.0361211	119.92	3.1014	119.04
5.09792	0.0353124	118.56	3.08349	118.64
4.94872	0.0347878	117.12	3.06559	116.96
5.32332	0.0360774	119.84	3.09782	117.84
5.20073	0.0356621	118.88	3.08707	119.04
5.25739	0.0358588	119.44	3.09424	117.36
4.89695	0.034602	116.96	3.062	118.4
4.70574	0.0339243	115.36	3.04052	116.32
5.08498	0.0352686	118.48	3.08349	116.64
4.95433	0.0348096	117.2	3.06559	117.28
5.19365	0.0356402	119.28	3.09065	118.96
5.16142	0.0355309	118.88	3.08707	119.36
5.14921	0.0354872	118.64	3.08349	117.6
5.1746	0.0355747	118.72	3.08707	116.96
4.69231	0.0338806	115.04	3.03694	116.96
4.69035	0.0338697	115.28	3.04052	115.68
5.14457	0.0354763	118.88	3.08707	114.8
4.65104	0.0337276	114.88	3.03335	114.8
5.08987	0.0352796	118.24	3.07991	116.56
5.1409	0.0354544	118.4	3.07991	114.48
4.51941	0.0332467	114.16	3.02619	116.8
5.09499	0.0353014	118.32	3.07991	115.04
4.63321	0.033662	115.04	3.03694	116.64
4.76874	0.0341539	115.84	3.04768	115.92
4.73504	0.0340336	115.52	3.0441	116.24
4.76874	0.0341539	115.84	3.04768	116.08
5.08474	0.0352686	118	3.07633	114.16
4.95946	0.0348315	117.36	3.06559	114.32
4.84493	0.0344271	116.48	3.05484	114
4.57436	0.0334435	114.16	3.02619	117.52
4.42369	0.032897	113.28	3.01187	116.72
4.78999	0.0342304	116.32	3.05484	113.92
4.43516	0.0329298	113.44	3.01545	117.2
4.52405	0.0332577	113.84	3.02261	116.96
4.83053	0.0343724	116.4	3.05484	113.6
4.61612	0.0335965	114.4	3.02977	116.16
4.50818	0.033203	113.6	3.01903	113.6
4.83492	0.0343834	116.72	3.05842	115.36
4.44005	0.0329516	113.2	3.01187	112.96
4.379	0.0327221	112.64	3.0047	112.16
4.48962	0.0331374	113.52	3.01545	112.8
4.52601	0.0332686	113.84	3.02261	116.4
4.69402	0.0338806	115.44	3.04052	112.24
4.52063	0.0332467	113.76	3.01903	115.36
4.26129	0.032285	111.12	2.98322	115.04
4.62515	0.0336293	114.64	3.02977	115.68
4.21245	0.0320992	111.04	2.98322	111.36
4.78046	0.0341976	115.92	3.04768	114.64
4.3558	0.0326347	112.4	3.00112	115.36
4.33553	0.0325582	112.4	3.00112	113.76
4.60147	0.0335418	114.24	3.02619	113.6
4.74335	0.0340555	115.6	3.0441	113.84
4.50574	0.0331921	113.84	3.02261	114.96
4.29084	0.0323943	112	2.99754	110.24
4.39878	0.0327986	112.64	3.0047	114.96
4.28864	0.0323833	111.52	2.99038	110.56
4.54652	0.0333451	113.92	3.02261	109.84
4.30769	0.0324598	111.76	2.99396	110.56
4.34554	0.0326019	112.48	3.0047	110.4
4.22125	0.032132	110.8	2.97963	113.12
4.63199	0.033662	114.48	3.02977	112.56
4.41856	0.0328751	113.04	3.00829	111.84
4.39023	0.0327658	112.96	3.00829	111.12
4.50476	0.0331921	113.6	3.01903	113.2
4.54432	0.0333342	114	3.02261	114.08
4.06764	0.0315418	109.52	2.96173	109.52
4.32943	0.0325363	112.4	3.00112	112.48
4.17558	0.0319571	110.56	2.97605	111.92
4.50085	0.0331812	113.36	3.01545	108.72
4.03346	0.0314106	108.88	2.95457	111.2
3.92234	0.0309735	108.24	2.94382	108.72
4.17558	0.0319571	110.72	2.97963	112.56
4.47253	0.0330719	113.36	3.01545	112.72
4.2381	0.0321975	111.04	2.98322	113.12
4.19414	0.0320227	111.12	2.98322	112.32
4.1619	0.0319024	110.64	2.97605	111.76
4.01294	0.0313232	108.88	2.95457	112.56
4.17705	0.0319571	110.8	2.97963	110.32
3.87497	0.0307877	107.36	2.93308	109.52
4.36166	0.0326566	112.4	3.00112	110.96
4.31331	0.0324817	112.16	2.99754	111.68
4.36093	0.0326566	112.16	2.99754	107.44
4.28816	0.0323833	111.76	2.99396	111.12
4.07155	0.0315527	109.6	2.96531	111.52
4.06716	0.0315418	109.76	2.96531	111.04
3.93553	0.0310281	108.08	2.94382	108.16
3.84176	0.0306565	106.72	2.92592	110.4
4.13431	0.0317931	110.4	2.97605	110.48
4.22955	0.0321647	111.04	2.98322	109.04
4.04762	0.0314653	109.44	2.96173	108.48
3.76972	0.0303614	105.76	2.91159	106.4
3.97509	0.0311811	108.56	2.95098	108.8
3.71038	0.030121	105.36	2.90443	110.88
4.12039	0.0317494	109.68	2.96531	110.24
3.82076	0.0305691	106.96	2.9295	106.16
3.99951	0.0312795	108.56	2.95098	109.2
3.88816	0.0308423	107.52	2.93666	105.84
3.82882	0.0306019	106.88	2.92592	106.08
3.84689	0.0306784	106.56	2.92233	109.52
3.99487	0.0312576	108.72	2.95098	106.32
3.75336	0.0302958	105.6	2.90801	109.52
3.84029	0.0306456	106.88	2.92592	105.6
3.79048	0.0304488	106.08	2.91517	105.04
3.77558	0.0303833	106.4	2.92233	110.16
3.95726	0.0311046	108.24	2.94382	107.68
4.04567	0.0314543	109.36	2.96173	109.12
3.86935	0.0307658	107.04	2.9295	108.08
3.95946	0.0311155	108.32	2.9474	109.6
3.61587	0.0297384	103.68	2.88294	104.72
3.93187	0.0310062	108.24	2.94382	104.32
4.05861	0.031509	109.44	2.96173	106.96
3.87473	0.0307877	107.44	2.93308	105.04
3.77192	0.0303723	106.16	2.91875	106.48
3.64225	0.0298477	104.8	2.89727	103.44
3.62344	0.0297712	103.76	2.88294	106.8
3.96361	0.0311374	108.56	2.95098	107.52
3.81026	0.0305254	106.48	2.92233	106.8
3.51111	0.0293013	102.48	2.86503	104.32
3.53602	0.0294106	102.56	2.86861	102.64
3.58315	0.0296073	103.44	2.87936	104.88
3.55311	0.0294761	103.44	2.87936	107.36
3.69206	0.0300445	105.52	2.90801	106.4
3.81709	0.0305581	107.12	2.9295	103.12
3.50598	0.0292794	102.24	2.86503	104.96
3.68547	0.0300226	105.28	2.90443	106.72
3.49255	0.0292248	102.96	2.8722	107.52
3.43785	0.0289953	101.44	2.85071	105.12
3.48523	0.029192	102.88	2.8722	101.12
3.5812	0.0295964	103.36	2.87936	106.64
3.51941	0.0293341	103.2	2.87578	102
3.61148	0.0297166	104.24	2.8901	105.12
3.64127	0.0298368	104.88	2.89727	105.92
3.58022	0.0295964	103.68	2.88294	100.32
3.84005	0.0306456	106.56	2.92233	101.6
3.80537	0.0305035	106.72	2.92592	100
3.53748	0.0294106	103.12	2.87578	103.84
3.30501	0.0284269	100.24	2.83638	100.24
3.68742	0.0300335	104.8	2.89727	104.16
3.59609	0.029651	103.52	2.87936	104.08
3.3475	0.0286127	100.48	2.83638	103.68
3.31429	0.0284707	99.36	2.82206	104.64
3.30696	0.0284379	100.24	2.83638	100.88
3.66593	0.0299461	105.2	2.90443	105.12
3.41563	0.0288969	101.6	2.85429	103.84
3.37949	0.0287548	100.48	2.83638	100.4
3.54359	0.0294434	103.6	2.88294	100.64
3.23053	0.02811	98.56	2.81131	99.52
3.71844	0.0301538	104.88	2.89727	100.72
3.60733	0.0297057	103.52	2.87936	103.28
3.21563	0.0280444	98.56	2.81131	99.12
3.34066	0.02858	99.84	2.82922	104.24
3.63248	0.029804	104.24	2.8901	99.68
3.26252	0.0282521	99.44	2.82206	104.24
3.63956	0.0298368	104.32	2.89368	99.2
3.35946	0.0286674	100.8	2.84355	98.48
3.2442	0.0281646	98.96	2.8149	102.32
3.46984	0.0291264	102.32	2.86503	98.08
3.26447	0.0282521	98.88	2.8149	97.6
3.35678	0.0286565	100.72	2.83996	103.68
3.20977	0.0280226	97.6	2.79699	100
3.46496	0.0291155	101.6	2.85429	103.76
3.19292	0.0279461	98.16	2.80415	100
3.18559	0.0279133	97.28	2.79341	101.92
3.41001	0.028875	101.36	2.85071	100.72
3.50256	0.0292685	102.64	2.86861	102.8
3.33968	0.02858	100.4	2.83638	101.28
3.07985	0.0274433	96.16	2.7755	101.6
3.39048	0.0287985	101.2	2.84713	97.44
3.04493	0.0272903	95.84	2.77192	99.92
3.17827	0.0278805	97.76	2.80057	101.76
3.20586	0.0280007	98.24	2.80773	102.64
3.1243	0.02764	96.08	2.7755	99.68
3.3094	0.0284488	100.08	2.8328	97.36
3.10989	0.0275745	96.24	2.7755	100.56
3.37143	0.0287111	100.88	2.84355	96.56
3.19805	0.0279679	97.36	2.79341	101.04
3.29133	0.0283723	100	2.8328	95.04
3.00904	0.0271264	94.64	2.75401	98.56
3.31648	0.0284816	99.92	2.82922	101.52
3.12845	0.0276619	96.8	2.78625	99.2
3.40244	0.0288423	100.56	2.83996	97.52
3.20562	0.0280007	98.24	2.80773	98.56
3.30574	0.0284379	99.28	2.82206	96.72
3.01612	0.0271591	94.16	2.74685	96.16
3.38559	0.0287767	100.56	2.83996	98.4
3.17265	0.0278586	97.6	2.79699	96.16
3.36679	0.0287002	100.64	2.83996	97.12
3.05861	0.0273449	95.12	2.76118	96.72
2.95653	0.0268859	93.6	2.73969	93.36
3.16044	0.027804	97.36	2.79341	99.36
3.32772	0.0285253	100.56	2.83996	93.68
2.9475	0.0268531	93.92	2.74327	94
3.15873	0.027793	97.84	2.80057	96.88
3.26862	0.0282739	99.52	2.82564	94.16
3.18608	0.0279133	98.16	2.80415	99.28
3.35238	0.0286346	100.32	2.83638	98.96
3.21954	0.0280663	98.8	2.8149	96.4
3.15751	0.027793	96.72	2.78266	97.44
3.26886	0.0282739	99.6	2.82564	93.12
3.35775	0.0286565	99.92	2.82922	96
2.94164	0.0268203	93.12	2.73253	94.8
2.98437	0.0270171	94.24	2.74685	95.52
3.21197	0.0280226	97.84	2.80057	96.64
3.07302	0.0274105	95.44	2.76476	93.04
3.02418	0.0271919	94.32	2.75043	96.56
2.88596	0.026569	92.08	2.7182	98.4
3.01441	0.0271482	95.36	2.76476	93.6
2.96288	0.0269187	94.24	2.74685	94.64
3.15531	0.0277821	97.2	2.78983	91.76
3.07546	0.0274215	96.08	2.7755	94.96
3.16117	0.027804	97.04	2.78983	92.08
3.26154	0.0282411	98.4	2.80773	96.16
2.98437	0.0270171	94.24	2.74685	92
3.09744	0.0275198	96.56	2.78266	95.04
3.17778	0.0278805	98.08	2.80415	96.4
3.08059	0.0274433	95.36	2.76476	97.76
3.06911	0.0273996	94.96	2.75759	97.84
2.87106	0.0265034	91.44	2.70746	92.48
2.85714	0.0264378	91.44	2.70746	90.72
3.06447	0.0273777	94.96	2.75759	91.36
2.99438	0.0270608	95.12	2.76118	96.48
2.74945	0.0259351	89.12	2.67164	90.8
2.74237	0.0259023	89.92	2.68597	93.92
2.87937	0.0265362	92.56	2.72178	95.44
3.15336	0.0277712	96.8	2.78625	90.8
2.81636	0.0262411	91.6	2.71104	95.76
2.79731	0.0261537	91.04	2.70029	93.2
2.73016	0.0258367	89.28	2.67523	89.28
2.71575	0.0257711	88.96	2.67164	89.6
2.93871	0.0268094	92.88	2.72894	89.2
3.07619	0.0274324	96.4	2.77908	95.36
3.04542	0.0272903	95.36	2.76476	96.08
2.78974	0.0261209	90.72	2.69671	94.72
2.87863	0.0265362	91.36	2.70746	89.36
2.79219	0.0261318	90	2.68597	94.32
3.08254	0.0274542	95.2	2.76118	91.36
2.83126	0.0263176	90.4	2.69313	92.72
2.95653	0.0268859	93.84	2.74327	93.36
2.97851	0.0269952	94.56	2.75401	93.04
2.72991	0.0258367	89.44	2.67881	92.32
2.87131	0.0265034	91.76	2.71104	90.16
2.64298	0.0254214	86.88	2.63941	90.08
3.06398	0.0273777	94.88	2.75759	89.84
3.00464	0.0271045	94.4	2.75043	87.44
2.87155	0.0265034	92.64	2.72536	91.76
2.85934	0.0264487	91.68	2.71104	90.88
2.94017	0.0268203	93.52	2.73611	85.84
2.81685	0.026252	91.2	2.70388	90.56
2.68694	0.02564	88.24	2.6609	89.12
2.99243	0.0270499	93.52	2.73611	86.08
2.85031	0.026405	91.76	2.71104	85.68
2.5641	0.0250389	85.6	2.62151	85.44
2.78926	0.0261209	89.68	2.68239	92.88
2.7199	0.025793	89.6	2.67881	92.16
2.92527	0.0267438	93.6	2.73969	88.56
2.91429	0.0267001	93.04	2.73253	90.88
2.67766	0.0255853	88.56	2.66448	86.32
2.7641	0.0260007	89.28	2.67523	92.56
2.73675	0.0258695	89.68	2.68239	84.8
2.72625	0.0258258	89.12	2.67164	85.44
2.78095	0.0260772	89.84	2.68239	90.88
2.69328	0.0256618	87.44	2.64657	85.12
2.54383	0.0249405	85.04	2.61076	87.28
2.60269	0.0252247	86.64	2.63583	84.88
2.8884	0.0265799	92.16	2.7182	84.96
2.83516	0.0263285	90.96	2.70029	84.16
2.80977	0.0262192	90.4	2.69313	84.8
2.52063	0.0248312	84.56	2.6036	83.04
2.70476	0.0257165	88.48	2.6609	91.44
2.58974	0.02517	84.64	2.6036	86.32
2.44835	0.0244706	82.8	2.57495	87.92
2.70525	0.0257165	87.52	2.65016	83.12
2.81221	0.0262302	90.24	2.68955	82.4
2.61807	0.0253012	86.08	2.62867	86.24
2.77656	0.0260553	89.92	2.68597	85.12
2.77705	0.0260662	89.76	2.68239	85.68
2.49646	0.024711	83.44	2.58569	87.68
2.64908	0.0254542	87.2	2.64299	89.6
2.77582	0.0260553	90	2.68597	85.52
2.75971	0.0259788	90	2.68597	89.6
2.70574	0.0257274	88.48	2.6609	88.4
2.42589	0.0243613	82.48	2.57137	88.4
2.56581	0.0250498	85.04	2.61076	83.68
2.72674	0.0258258	87.92	2.65374	81.6
2.45714	0.0245143	82.64	2.57495	84.96
2.37094	0.0240771	80.72	2.54272	86.64
2.49915	0.0247219	82.64	2.57495	89.92
2.51648	0.0248094	83.84	2.59286	88.8
2.40269	0.024241	81.92	2.56062	86.56
2.68987	0.0256509	87.44	2.64657	85.12
2.62369	0.025334	85.76	2.62151	85.28
2.56801	0.0250607	85.2	2.61434	85.6
2.45958	0.0245252	82.64	2.57495	88.4
2.67302	0.0255635	87.44	2.64657	86
2.54701	0.0249624	83.84	2.59286	86.56
2.66032	0.0255088	86.8	2.63583	88.56
2.5558	0.0250061	84.64	2.6036	87.04
2.63443	0.0253886	87.68	2.65016	86.96
2.44127	0.0244378	81.36	2.55346	88.24
2.41929	0.0243285	81.68	2.56062	81.76
2.58095	0.0251263	85.84	2.62509	87.92
2.5072	0.0247656	83.2	2.58211	81.76
2.62686	0.0253449	87.36	2.64657	87.76
2.56093	0.0250279	85.28	2.61434	78.48
2.36679	0.0240552	79.36	2.52123	86.4
2.55971	0.025017	84.24	2.60002	86.4
2.44493	0.0244487	82	2.5642	81.44
2.54505	0.0249514	85.12	2.61076	81.68
2.70769	0.0257383	87.52	2.65016	83.28
2.48034	0.0246345	82.4	2.57137	87.36
2.38388	0.0241427	79.76	2.52839	81.12
2.50183	0.0247329	82.48	2.57137	87.2
2.4967	0.024711	83.6	2.58927	78.96
2.337	0.0239022	79.36	2.52123	77.84
2.32479	0.0238476	78.24	2.50332	77.04
2.29695	0.0237055	76.88	2.48184	78.64
2.58046	0.0251263	84.48	2.6036	83.44
2.33993	0.0239241	80.24	2.53555	83.68
2.2674	0.0235525	77.12	2.48542	82.48
2.4083	0.0242738	80.96	2.5463	78
2.46422	0.0245471	83.52	2.58927	80.8
2.47302	0.0245908	81.92	2.56062	76.56
2.37973	0.0241208	79.6	2.52481	82.48
2.59585	0.0251919	85.44	2.61792	77.36
2.29524	0.0236946	76.88	2.48184	78.88
2.60073	0.0252247	85.36	2.61434	78
2.28938	0.0236618	78.56	2.51049	78.16
2.30818	0.0237602	77.92	2.49974	80.24
2.40391	0.024252	80.72	2.54272	77.12
2.42295	0.0243394	80.4	2.53914	80.4
2.31404	0.0237929	78.16	2.50332	84.8
2.379	0.0241208	80.72	2.54272	78.16
2.40171	0.0242301	80.56	2.54272	80.88
2.34139	0.0239241	78.56	2.51049	80.88
2.50501	0.0247547	82.96	2.57853	74.8
2.41245	0.0242848	81.04	2.54988	77.68
2.263	0.0235306	76.08	2.47109	80.48
2.23761	0.0233886	74.96	2.4496	74.4
2.45299	0.0244924	81.04	2.54988	73.92
2.49817	0.0247219	83.28	2.58211	75.84
2.47277	0.0245908	83.36	2.58569	80.24
