a2092723.262612
L'Aquila 27/09/2020 23:26:09 27/09/2020 23:26:26 0650 0013.384373 0052.542185 00.0 00.0
0000500 0010 0000000 0010 05 0000000 0000 0000000 0000
1 0 1 16380 0 0800 3.75 00355.o 0 0 02 000 12 000500 0.500 BT0 "ch1 UV-AIR"
1 2 1 04090 0 0800 3.75 00355.o 0 0 02 000 12 000500 0.500 S2A0 "ch1 UV-AIR"
1 1 1 16380 0 0800 3.75 00355.o 0 0 00 000 00 000500 3.1746 BC0 "ch1 UV-AIR"
1 3 1 04090 0 0800 3.75 00355.o 0 0 00 000 00 000500 3.1746 S2P0 "ch1 UV-AIR"
1 1 1 16380 1 0800 3.75 00386.o 0 0 00 000 00 000500 3.1746 BC1 "ch2 UV-N2"
355.000 .o Analog 0 	355.000 .o Analog StDev 0 	355.000 .o Photon Counting 0 	355.000 .o PC StDev 0 	386.000 .o Photon Counting 1 
0.986813	0	0.08	0	0
1.04493	0	0.16	0	0.08
0.997802	0	0	0	0
0.997802	0	0	0	0.08
1.03321	0	0.08	0	0.16
0.970452	0	0.08	0	0
0.988034	0	0	0	0.08
1.04127	0	0	0	0.16
1.03663	0	0.08	0	0
0.957021	0	0.08	0	0
1.02857	0	0.08	0	0.08
0.993895	0	0	0	0
1.03956	0	0	0	0
1.0359	0	0	0	0
1.00611	0	0	0	0
1.02979	0	0	0	0
1.03834	0	0	0	0
0.972161	0	0	0	0
1.0381	0	0	0	0.16
1.01074	0	0.16	0	0
1.03736	0	0	0	0.08
0.964347	0	0	0	0.08
0.978022	0	0.08	0	0
1.01905	0	0.08	0	0
0.998535	0	0.08	0	0.08
0.97265	0	0.08	0	0.16
1.0359	0	0.08	0	0
0.987302	0	0	0	0.08
0.983639	0	0.16	0	0.08
0.979487	0	0	0	0
1.02173	0	0	0	0
0.996581	0	0.08	0	0.16
1.02247	0	0.08	0	0.16
0.983883	0	0	0	0
1.02369	0	0.08	0	0
0.998291	0	0	0	0.08
1.00366	0	0.08	0	0.08
1.03053	0	0.16	0	0
1.02979	0	0	0	0.08
0.968742	0	0	0	0.08
1.03199	0	0.16	0	0.08
0.979243	0	0.08	0	0
0.994628	0	0.08	0	0.08
0.959707	0	0.08	0	0.08
1	0	0	0	0.08
0.994383	0	0.08	0	0.08
0.969963	0	0	0	0.08
1.03761	0	0.16	0	0
1.04054	0	0	0	0
0.991941	0	0.16	0	0
1.01148	0	0.08	0	0
1.04029	0	0.16	0	0.08
1.04005	0	0.16	0	0
1.03468	0	0.08	0	0.08
1.03126	0	0.16	0	0
1.02759	0	0.16	0	0
1.03907	0	0.16	0	0.16
1.01148	0	0.16	0	0
0.969963	0	0.08	0	0
1.01832	0	0.16	0	0
1.02515	0	0.16	0	0.08
1.01661	0	0	0	0.08
1.02784	0	0.16	0	0.16
1.0105	0	0.08	0	0.08
1.04176	0	0.08	0	0.08
1.02198	0	0.08	0	0.08
1.03126	0	0	0	0.16
1.00806	0	0.16	0	0.16
0.960928	0	0.08	0	0.08
1.01074	0	0.16	0	0.16
0.989255	0	0.08	0	0.08
0.969719	0	0.16	0	0.08
0.99072	0	0.08	0	0
0.994628	0	0	0	0.08
0.961905	0	0	0	0
1.04298	0	0.16	0	0
0.986569	0	0	0	0
0.957265	0	0	0	0.08
1.02076	0	0.08	0	0.08
1.00366	0	0	0	0.08
0.979487	0	0.08	0	0
1.03223	0	0.08	0	0.08
0.980952	0	0	0	0
1.03223	0	0.08	0	0.08
0.983883	0	0.08	0	0
0.965568	0	0	0	0
1.02808	0	0.16	0	0
0.976313	0	0	0	0.16
1.03468	0	0.08	0	0
0.970452	0	0	0	0.16
0.958486	0	0	0	0
1.00464	0	0.08	0	0.16
0.963126	0	0.08	0	0.16
0.977534	0	0	0	0.16
1.01538	0	0.08	0	0.08
1.00147	0	0	0	0
0.96337	0	0	0	0
1	0	0	0	0.16
1.00049	0	0	0	0.08
1.04274	0	0.16	0	0.16
1.00855	0	0.16	0	0.08
0.9663	0	0	0	0
0.960684	0	0	0	0.08
0.957265	0	0	0	0
1.02491	0	0.08	0	0
0.990476	0	0	0	0
0.97558	0	0.08	0	0
0.984371	0	0	0	0
0.984615	0	0	0	0.08
0.97265	0	0	0	0
0.993895	0	0.16	0	0
0.986569	0	0	0	0.08
0.968254	0	0	0	0.16
1.03639	0	0.08	0	0
1.04322	0	0.16	0	0
0.969475	0	0.16	0	0.16
1.03516	0	0	0	0
0.985104	0	0	0	0.16
1.01758	0	0.08	0	0
1.04371	0	0.08	0	0
0.975824	0	0	0	0.08
0.983394	0	0	0	0
1.01709	0	0	0	0.16
1.02271	0	0.16	0	0
0.991941	0	0	0	0.08
1.02735	0	0.08	0	0.08
0.96337	0	0	0	0
1.0442	0	0.16	0	0.16
1.04274	0	0.08	0	0.16
1.04127	0	0.08	0	0
0.973382	0	0.08	0	0
1.0381	0	0.08	0	0
1.01807	0	0.08	0	0.16
0.99536	0	0	0	0.08
1.04274	0	0.08	0	0.08
0.999023	0	0	0	0.08
0.957021	0	0	0	0.16
1.03956	0	0	0	0
1.00928	0	0.08	0	0.16
0.957021	0	0	0	0
0.997802	0	0.08	0	0
1.02027	0	0	0	0.08
0.988034	0	0	0	0
0.980708	0	0	0	0
1.01416	0	0.08	0	0
0.959707	0	0	0	0
1.02418	0	0.16	0	0
1.03614	0	0	0	0.08
0.993162	0	0	0	0.16
0.971673	0	0	0	0
1.03492	0	0.08	0	0.16
1.01709	0	0	0	0
0.98022	0	0	0	0.16
0.982906	0	0	0	0
0.995116	0	0.08	0	0.08
1.02759	0	0.16	0	0
1.00952	0	0.08	0	0.16
0.958974	0	0	0	0
0.994628	0	0.08	0	0
1.03883	0	0.08	0	0.16
1.01929	0	0.16	0	0.16
0.99707	0	0	0	0.08
1.00586	0	0.08	0	0.16
1.01954	0	0.16	0	0
0.973626	0	0	0	0.08
1.01221	0	0.16	0	0.16
1.00781	0	0	0	0.08
1.02955	0	0.16	0	0.08
1.02076	0	0.08	0	0.08
0.978755	0	0	0	0
1.04396	0	0.08	0	0
1.0315	0	0.16	0	0.16
1.00488	0	0	0	0.08
1.01587	0	0.08	0	0
1.01099	0	0.16	0	0
0.980952	0	0	0	0.16
1.00098	0	0	0	0.08
0.966545	0	0.08	0	0.08
0.983394	0	0.08	0	0
1.03443	0	0.08	0	0
1.03687	0	0.16	0	0
0.966789	0	0	0	0
0.994628	0	0	0	0.08
1.0398	0	0.16	0	0.16
0.989499	0	0	0	0.16
0.955311	0	0	0	0.08
0.985348	0	0.08	0	0.16
1.01074	0	0	0	0
1.03614	0	0.08	0	0.08
1.03468	0	0.08	0	0
0.997802	0	0	0	0.16
0.993407	0	0	0	0
0.965812	0	0	0	0.08
1.02076	0	0	0	0
1.0442	0	0.24	0	0.16
0.96801	0	0.08	0	0.08
0.970696	0	0	0	0
1.03443	0	0	0	0.08
1.03419	0	0.16	0	0
0.969963	0	0.08	0	0
1.03858	0	0	0	0
0.992674	0	0.08	0	0.16
1.03883	0	0	0	0.08
1.00855	0	0.16	0	0.16
1.02515	0	0.16	0	0
1.00611	0	0.08	0	0.08
1.04371	0	0.08	0	0.08
0.989011	0	0	0	0
0.992918	0	0	0	0
1.03199	0	0.08	0	0
0.955556	0	0	0	0.08
1.00098	0	0	0	0
1.02857	0	0.08	0	0
1.01026	0	0.08	0	0
1.02906	0	0	0	0
0.989255	0	0	0	0.16
0.970208	0	0	0	0
1.02759	0	0.08	0	0.08
0.994872	0	0	0	0
1.03492	0	0	0	0
1.03761	0	0	0	0
0.977289	0	0	0	0
1.01245	0	0.16	0	0
1.04103	0	0.16	0	0
0.99072	0	0.08	0	0
1.0442	0	0.16	0	0.08
1.04225	0	0.16	0	0
1.00586	0	0	0	0.08
1.00586	0	0	0	0
1.01538	0	0.08	0	0
1.03858	0	0	0	0.08
0.969231	0	0	0	0
1.02637	0	0.08	0	0.08
1.042	0	0.08	0	0.08
0.979731	0	0	0	0
0.996337	0	0.08	0	0
0.956777	0	0	0	0.08
1.02735	0	0.16	0	0
1.0149	0	0.16	0	0.16
0.956044	0	0.08	0	0
1.03712	0	0	0	0.08
1.00366	0	0.16	0	0
0.970208	0	0	0	0
0.984615	0	0.16	0	0.08
1.00757	0	0.08	0	0
0.958242	0	0.08	0	0
0.993651	0	0.08	0	0.16
1.02418	0	0.16	0	0.08
0.99243	0	0	0	0.08
1.03736	0	0	0	0.08
1.02784	0	0.16	0	0.08
0.979731	0	0	0	0
0.967766	0	0.08	0	0.08
0.999512	0	0.08	0	0.08
0.978755	0	0	0	0.08
1.0127	0	0	0	0.08
1.02247	0	0.16	0	0.16
1.03736	0	0.08	0	0
1.02466	0	0	0	0
1.03272	0	0.16	0	0
1.01832	0	0	0	0.08
0.993651	0	0	0	0.16
0.973871	0	0	0	0
0.986081	0	0	0	0
0.968742	0	0.08	0	0
0.974847	0	0	0	0
0.988523	0	0	0	0.08
0.989744	0	0	0	0.16
0.970208	0	0.08	0	0
1.04176	0	0.08	0	0.08
1.00415	0	0.08	0	0
1.02125	0	0.16	0	0.08
0.98022	0	0.08	0	0.08
1.00586	0	0.08	0	0.16
0.96337	0	0.08	0	0.16
0.963614	0	0.08	0	0.08
0.977289	0	0	0	0
1.00781	0	0.16	0	0
1.01832	0	0.16	0	0
0.977289	0	0.08	0	0
1.03663	0	0.08	0	0.08
0.965079	0	0	0	0
1.04005	0	0.16	0	0.08
1.03687	0	0.16	0	0
1.01148	0	0.16	0	0
1.0022	0	0.16	0	0
1.03346	0	0.16	0	0
1.03883	0	0.08	0	0
0.964835	0	0	0	0
0.979731	0	0	0	0
0.987546	0	0	0	0
0.970696	0	0	0	0
0.976068	0	0	0	0.16
1.02002	0	0	0	0.08
1.04298	0	0.08	0	0.08
0.99536	0	0.16	0	0
0.965812	0	0.08	0	0.08
1.00171	0	0.08	0	0
1.01172	0	0.16	0	0
0.970208	0	0	0	0
1.0293	0	0.08	0	0.08
1.01123	0	0.16	0	0
0.975336	0	0	0	0
0.96801	0	0	0	0.08
1.03028	0	0.16	0	0.16
1.01758	0	0.08	0	0
1.02564	0	0	0	0.16
0.963858	0	0	0	0
0.973382	0	0	0	0
0.96801	0	0.08	0	0
1.01832	0	0	0	0.08
0.977534	0	0	0	0
1.00757	0	0.08	0	0
0.993162	0	0.08	0	0.16
1.02442	0	0.08	0	0.16
0.987057	0	0.08	0	0.08
0.962637	0	0	0	0.08
0.954579	0	0	0	0
1.00024	0	0	0	0.08
0.960684	0	0.08	0	0.08
1.00684	0	0.16	0	0
0.989499	0	0.08	0	0.08
1.0127	0	0.08	0	0.16
0.994383	0	0	0	0.08
0.976068	0	0.08	0	0.08
0.968742	0	0	0	0.16
1.01074	0	0	0	0.16
0.971917	0	0	0	0.08
1.00122	0	0.08	0	0
1.03834	0	0	0	0.16
1.0044	0	0.08	0	0.08
1.04078	0	0.08	0	0
0.979731	0	0	0	0.08
1.04396	0	0.08	0	0.08
0.984371	0	0	0	0.16
1.02857	0	0	0	0.08
1.02955	0	0	0	0.08
1.01758	0	0.08	0	0
1.03932	0	0	0	0
0.956044	0	0.08	0	0.08
0.969231	0	0	0	0.08
1.02906	0	0.08	0	0.08
0.997802	0	0.08	0	0.08
0.989988	0	0.08	0	0
1.03394	0	0.16	0	0.08
0.96044	0	0	0	0.08
1.02857	0	0.16	0	0
1.04322	0	0	0	0.16
0.998046	0	0	0	0.16
1.01905	0	0.16	0	0
0.991697	0	0.08	0	0.08
0.964591	0	0	0	0
1.0083	0	0.16	0	0.08
0.959707	0	0.08	0	0.16
0.988034	0	0	0	0.08
0.997558	0	0.08	0	0
1.0188	0	0	0	0.08
1.042	0	0.08	0	0.08
0.961661	0	0	0	0
1.04225	0	0	0	0.16
1.00586	0	0.16	0	0
1.01319	0	0.08	0	0
1.00049	0	0	0	0.08
1.0359	0	0.16	0	0.08
0.984371	0	0.16	0	0.08
0.974359	0	0.08	0	0
0.973138	0	0.08	0	0.08
0.983883	0	0	0	0
0.99072	0	0	0	0.16
0.982173	0	0.08	0	0
1.04322	0	0.16	0	0.16
0.971429	0	0	0	0
0.999267	0	0	0	0.16
0.987302	0	0.08	0	0.16
0.962149	0	0	0	0.08
1.00684	0	0.08	0	0
0.988278	0	0	0	0
0.994628	0	0.08	0	0
1.01099	0	0.08	0	0
1.01807	0	0.16	0	0.08
1.02784	0	0.08	0	0.08
0.982173	0	0	0	0.08
0.971673	0	0	0	0
0.968742	0	0	0	0
1.01783	0	0.08	0	0.08
1.03053	0	0	0	0.08
0.962149	0	0.08	0	0.08
1.01929	0	0.16	0	0.08
0.998779	0	0.08	0	0.16
1.02613	0	0.16	0	0.08
1.01734	0	0	0	0
0.98779	0	0	0	0.08
0.984127	0	0.08	0	0.08
0.973138	0	0	0	0
1.01343	0	0.08	0	0
0.98486	0	0.08	0	0
1.02442	0	0.08	0	0
1.00879	0	0.16	0	0.08
0.967521	0	0	0	0.08
1.01416	0	0	0	0.08
1.0359	0	0	0	0
1.02418	0	0.16	0	0
0.956288	0	0	0	0
0.99243	0	0.16	0	0.08
1.00635	0	0	0	0
1.04225	0	0.08	0	0
1.0232	0	0.08	0	0.08
0.966789	0	0	0	0.08
0.965812	0	0.08	0	0
1.03907	0	0.08	0	0
1.00269	0	0.08	0	0.08
0.974115	0	0	0	0
1.01074	0	0.08	0	0.08
1.0442	0	0.08	0	0.16
0.967521	0	0	0	0.08
1.00147	0	0	0	0.08
0.982418	0	0	0	0
1.03199	0	0.08	0	0
0.974359	0	0	0	0
1.03712	0	0.16	0	0.08
0.966789	0	0	0	0.16
0.98022	0	0.08	0	0
0.967521	0	0.08	0	0.08
0.985348	0	0.08	0	0
0.975824	0	0.08	0	0
1.02247	0	0.16	0	0
0.992186	0	0	0	0.08
1.0022	0	0.16	0	0
0.99072	0	0	0	0.08
0.966545	0	0	0	0
0.971184	0	0.08	0	0
0.956532	0	0	0	0.08
1.01099	0	0.08	0	0
1.00122	0	0	0	0.08
1.03614	0	0.08	0	0.08
1.03248	0	0.08	0	0.16
1.04078	0	0.08	0	0.08
0.974359	0	0.08	0	0.16
0.99243	0	0	0	0.16
1.03883	0	0	0	0
1.02222	0	0	0	0.16
1.00977	0	0.16	0	0.16
0.967033	0	0	0	0.16
1.01294	0	0.08	0	0.08
1.01343	0	0.08	0	0.08
0.959707	0	0.08	0	0
0.955556	0	0	0	0.08
1.02222	0	0.08	0	0
0.982173	0	0.08	0	0.08
0.999756	0	0.08	0	0.16
0.995116	0	0.08	0	0
0.99536	0	0	0	0.08
1.02198	0	0.08	0	0
0.9558	0	0	0	0
0.969475	0	0	0	0
0.954579	0	0	0	0.08
0.979487	0	0.08	0	0
0.987546	0	0	0	0.08
0.990965	0	0	0	0.08
1.02564	0	0.16	0	0.08
1.01587	0	0	0	0.08
0.976557	0	0	0	0.08
0.965568	0	0.08	0	0.08
0.959707	0	0	0	0.16
1.01685	0	0	0	0.08
1.00611	0	0	0	0
1.00122	0	0	0	0
0.968254	0	0	0	0.08
1.03394	0	0	0	0.08
1.01148	0	0	0	0
1.01001	0	0.08	0	0.16
0.992918	0	0.08	0	0.08
1.00293	0	0	0	0.08
1.00464	0	0.08	0	0.08
0.99243	0	0	0	0.08
1.03956	0	0.16	0	0
1.04127	0	0	0	0
1.00049	0	0	0	0.08
0.997314	0	0.16	0	0
1.01026	0	0.08	0	0
1.0105	0	0.08	0	0
1.03272	0	0.16	0	0
1.02271	0	0	0	0.08
0.988523	0	0.08	0	0.08
1.01612	0	0.08	0	0
1.01661	0	0.16	0	0
0.965568	0	0.08	0	0.08
1.02515	0	0.08	0	0
0.97094	0	0.08	0	0.08
0.967521	0	0	0	0.08
1.03492	0	0.08	0	0.08
0.99536	0	0.08	0	0.08
1.02149	0	0	0	0.08
0.96044	0	0	0	0
1.01074	0	0	0	0
1.01197	0	0.08	0	0.08
1.02784	0	0.16	0	0
0.979731	0	0	0	0.16
1.03761	0	0.08	0	0.08
1.02222	0	0.08	0	0
1.03126	0	0	0	0.08
1.03321	0	0.16	0	0
0.976313	0	0.08	0	0
1.02466	0	0.08	0	0.08
1.02955	0	0.08	0	0.08
0.954823	0	0	0	0.08
0.959219	0	0	0	0
0.993162	0	0	0	0.08
0.960195	0	0	0	0.08
1.00293	0	0	0	0.08
0.96044	0	0	0	0
1.03736	0	0.08	0	0.08
0.971673	0	0	0	0.16
1.01929	0	0	0	0
1.02564	0	0	0	0
1.02906	0	0	0	0.16
0.96337	0	0.08	0	0
0.995604	0	0.08	0	0
0.966056	0	0	0	0
0.971429	0	0.08	0	0
1.03004	0	0.16	0	0.16
1.02247	0	0	0	0.08
0.991453	0	0	0	0.16
1.00024	0	0	0	0.08
1.04469	0	0.16	0	0
0.996093	0	0.16	0	0
1.03858	0	0	0	0
0.96044	0	0.08	0	0
0.979731	0	0.08	0	0.08
1.02271	0	0.16	0	0.08
1.01416	0	0.08	0	0.08
0.966056	0	0	0	0.08
0.961416	0	0	0	0.08
1.02418	0	0	0	0.08
1.04225	0	0.16	0	0.16
1.01123	0	0	0	0
0.989988	0	0.08	0	0.16
1.04103	0	0.16	0	0.08
1.03126	0	0.08	0	0
0.978999	0	0	0	0.08
0.997802	0	0	0	0.08
1.04274	0	0.16	0	0
0.993895	0	0.16	0	0.08
1.03785	0	0.08	0	0
0.993651	0	0.16	0	0.08
1.03834	0	0.08	0	0
1.02491	0	0.16	0	0.08
0.991209	0	0.16	0	0
1.01929	0	0.16	0	0.16
0.993651	0	0	0	0
0.985348	0	0	0	0.16
1.02393	0	0	0	0
1.03248	0	0.08	0	0.08
1.02466	0	0.16	0	0.08
0.968987	0	0	0	0.08
1.00562	0	0.08	0	0.08
1.02271	0	0.16	0	0
1.00879	0	0.08	0	0.08
0.982662	0	0	0	0.16
1.01685	0	0.16	0	0
1.042	0	0.16	0	0
0.989011	0	0.08	0	0
1.01343	0	0.08	0	0
0.962882	0	0	0	0
0.977778	0	0.08	0	0
1.00024	0	0	0	0
1.00635	0	0	0	0.08
1.03736	0	0	0	0.16
1.0359	0	0.16	0	0
1.02002	0	0	0	0.08
0.96044	0	0	0	0.08
0.971673	0	0.08	0	0.08
1.01294	0	0.08	0	0
1.04396	0	0.16	0	0.08
0.987057	0	0.08	0	0
1.01807	0	0.08	0	0.08
0.989011	0	0.08	0	0.16
1.03223	0	0.08	0	0
0.966056	0	0	0	0.08
1.03297	0	0	0	0
0.999267	0	0.16	0	0
1.00952	0	0.08	0	0
0.963614	0	0	0	0.08
1.00635	0	0.16	0	0.08
0.967277	0	0	0	0.16
1.00317	0	0.08	0	0.16
1.01832	0	0	0	0.08
0.991697	0	0.08	0	0.08
0.95873	0	0	0	0.08
1.00049	0	0.08	0	0.16
1.03443	0	0.08	0	0.08
1.00586	0	0.08	0	0.08
0.99072	0	0	0	0.08
1.00781	0	0	0	0.08
0.958242	0	0	0	0
1.01294	0	0.08	0	0
1.00684	0	0	0	0.08
1.03761	0	0.08	0	0.08
0.998779	0	0.08	0	0.16
1.00415	0	0.08	0	0.08
0.994139	0	0	0	0.08
1.02759	0	0.16	0	0.08
1.02662	0	0	0	0.08
0.961661	0	0	0	0.08
0.982418	0	0.08	0	0.08
1.01709	0	0.08	0	0.08
0.958974	0	0.08	0	0.16
1.00879	0	0	0	0
0.990232	0	0	0	0.08
0.99536	0	0	0	0.16
0.977534	0	0	0	0.08
1.02002	0	0.08	0	0
1.00049	0	0	0	0.08
1.00757	0	0	0	0.08
1.04054	0	0.08	0	0
0.956777	0	0.08	0	0
0.96337	0	0.08	0	0
1.04176	0	0.16	0	0.16
1.03248	0	0	0	0
0.956777	0	0	0	0.16
0.977534	0	0	0	0.16
0.980952	0	0	0	0.16
1.02027	0	0.08	0	0
1.02466	0	0.08	0	0.08
1.03541	0	0	0	0.08
0.956044	0	0	0	0.16
0.989011	0	0.08	0	0.08
1.04396	0	0.16	0	0
1.02613	0	0	0	0
0.99072	0	0.08	0	0.08
1.04298	0	0.08	0	0.16
0.974115	0	0	0	0.16
1.02491	0	0.08	0	0.08
1.01612	0	0.08	0	0.08
0.964103	0	0	0	0.16
0.955311	0	0	0	0.08
0.997314	0	0	0	0.08
1.02125	0	0	0	0.08
1.03126	0	0.08	0	0.08
0.981441	0	0.08	0	0
1.00684	0	0.08	0	0
1.00024	0	0.08	0	0
1.00977	0	0.16	0	0.08
0.98779	0	0	0	0.16
0.979487	0	0	0	0
0.963126	0	0.08	0	0.08
1.04005	0	0.16	0	0.16
0.986813	0	0	0	0
1.00317	0	0	0	0.08
0.957998	0	0.08	0	0
1.04225	0	0.16	0	0.08
0.981685	0	0	0	0
0.986325	0	0	0	0.16
0.958486	0	0	0	0
0.995849	0	0	0	0.08
0.975092	0	0	0	0.08
0.977778	0	0.08	0	0
1.00024	0	0	0	0
1.03541	0	0.16	0	0.16
1.03907	0	0.08	0	0
1.00244	0	0.08	0	0.16
1.01245	0	0.16	0	0
0.965324	0	0	0	0.08
0.998291	0	0	0	0
1.01685	0	0	0	0
1.00513	0	0.08	0	0.16
1.04396	0	0.16	0	0
0.969231	0	0	0	0
1.03956	0	0.16	0	0.16
1.03516	0	0.08	0	0.08
1.02662	0	0	0	0.08
1.00928	0	0	0	0.08
1.03956	0	0.16	0	0
0.973138	0	0	0	0.08
1.04298	0	0.08	0	0
1.03346	0	0.16	0	0
0.955311	0	0	0	0
0.98486	0	0	0	0.08
1.02466	0	0.08	0	0.08
1.00415	0	0.08	0	0.08
0.992918	0	0	0	0.08
1.00928	0	0.08	0	0
0.999512	0	0	0	0.08
1.03956	0	0.08	0	0.08
0.966056	0	0	0	0.08
1.04054	0	0.08	0	0
0.98779	0	0.08	0	0.08
1.02711	0	0.08	0	0.08
0.972161	0	0.08	0	0.08
0.95873	0	0	0	0.08
1.02393	0	0	0	0.08
0.973382	0	0	0	0
1.01636	0	0	0	0.08
1.03321	0	0.16	0	0.16
1.0337	0	0.08	0	0.08
0.957021	0	0	0	0
0.975092	0	0.08	0	0
1.01197	0	0.08	0	0.16
0.957265	0	0	0	0
1.02344	0	0.08	0	0.08
1.04029	0	0.08	0	0.08
1.01734	0	0	0	0.08
0.981441	0	0	0	0
0.982173	0	0.08	0	0.08
1.0149	0	0	0	0
1.03614	0	0.16	0	0
1.03272	0	0.08	0	0.08
0.957021	0	0	0	0
1.03785	0	0	0	0.16
0.973138	0	0	0	0
0.992674	0	0	0	0.08
0.997802	0	0	0	0
0.966545	0	0	0	0.08
0.993895	0	0	0	0.08
1.01612	0	0.08	0	0.08
1.01245	0	0	0	0
0.955311	0	0	0	0
1.03175	0	0	0	0.08
1.01734	0	0	0	0
1.01832	0	0.08	0	0
0.980708	0	0	0	0.08
0.982906	0	0	0	0
0.992918	0	0.08	0	0.16
1.02662	0	0.16	0	0
1.03516	0	0	0	0.16
1.0232	0	0.08	0	0.08
1.01538	0	0.08	0	0.08
0.995849	0	0	0	0
0.962637	0	0.08	0	0.16
1.03468	0	0.08	0	0
0.969719	0	0	0	0.16
0.963858	0	0.08	0	0.08
1.01441	0	0.16	0	0
1.01416	0	0.16	0	0
1.00513	0	0.08	0	0.16
0.97851	0	0.08	0	0.08
0.968498	0	0	0	0.08
1.02686	0	0	0	0.08
1.01783	0	0	0	0.08
1.0083	0	0.16	0	0.08
0.977045	0	0	0	0
1.00244	0	0.08	0	0.16
0.999756	0	0	0	0
0.99707	0	0.08	0	0
0.990965	0	0.08	0	0.08
0.991941	0	0.08	0	0
0.96337	0	0	0	0.08
1.03932	0	0.08	0	0
0.956777	0	0	0	0
0.971184	0	0.08	0	0.08
0.994872	0	0.08	0	0.08
1.00879	0	0.16	0	0
1.03639	0	0.16	0	0.08
1.00708	0	0.16	0	0
1.03321	0	0.08	0	0.16
1.03346	0	0	0	0
0.989499	0	0.08	0	0.08
1.00488	0	0.16	0	0.16
0.977045	0	0	0	0.08
1.02564	0	0.08	0	0.08
0.965324	0	0.08	0	0
1.0188	0	0.08	0	0.08
0.974847	0	0.08	0	0
0.994383	0	0.08	0	0
0.986569	0	0.08	0	0
1.01123	0	0	0	0.08
1.03785	0	0.16	0	0
0.976313	0	0.08	0	0
0.963858	0	0.08	0	0.16
1.00659	0	0.08	0	0.08
1.01221	0	0	0	0
1.00733	0	0	0	0.08
1.03419	0	0.08	0	0.08
1.04469	0	0.16	0	0.16
0.957265	0	0	0	0.08
1.02051	0	0	0	0
0.991453	0	0.08	0	0
1.04469	0	0.16	0	0.08
1.03443	0	0.16	0	0.08
0.997802	0	0.16	0	0
1.00586	0	0	0	0.16
1.01172	0	0.16	0	0.08
0.993895	0	0.08	0	0.08
0.997558	0	0	0	0.08
0.974603	0	0.08	0	0.08
0.985104	0	0.08	0	0
1.01001	0	0.16	0	0
0.986813	0	0	0	0.16
0.989499	0	0.08	0	0.08
1.00513	0	0	0	0.08
1.02857	0	0.08	0	0
1.03272	0	0.16	0	0
1.03248	0	0	0	0
1.03565	0	0	0	0
1.02759	0	0	0	0.08
1.03663	0	0.08	0	0
1.03272	0	0.16	0	0.16
1.01294	0	0.08	0	0
1.02369	0	0.08	0	0
1.0398	0	0.08	0	0.08
0.957021	0	0	0	0
1.00611	0	0.16	0	0
0.973382	0	0	0	0
1.04151	0	0	0	0
0.983883	0	0.08	0	0.08
1.00855	0	0	0	0
1.01416	0	0.08	0	0.16
0.997802	0	0	0	0
0.979731	0	0	0	0.08
1.02125	0	0.08	0	0
1.00488	0	0	0	0
0.961905	0	0	0	0.08
1.04005	0	0.08	0	0.08
1.03614	0	0.08	0	0.08
1	0	0.08	0	0
1.02125	0	0.08	0	0.08
0.993895	0	0	0	0.08
0.959219	0	0	0	0
1.00195	0	0.08	0	0.16
0.972161	0	0.08	0	0.16
0.991453	0	0	0	0.08
0.993407	0	0.08	0	0.08
0.966789	0	0	0	0.16
0.971917	0	0.08	0	0
0.975824	0	0	0	0
1.00269	0	0.16	0	0
1.01587	0	0.08	0	0
1.02418	0	0.08	0	0
0.982906	0	0.08	0	0
0.962637	0	0	0	0.08
0.992918	0	0	0	0.08
1.0359	0	0.16	0	0
0.993895	0	0	0	0.08
1.01416	0	0.08	0	0.08
0.971429	0	0.08	0	0
1.03077	0	0.16	0	0
0.970696	0	0.08	0	0
1.02222	0	0.08	0	0.08
0.979487	0	0	0	0.08
1.01148	0	0.08	0	0.08
0.994139	0	0	0	0
0.959463	0	0	0	0
0.966545	0	0	0	0.16
0.989499	0	0	0	0
0.959219	0	0	0	0.08
0.957265	0	0	0	0.08
0.992674	0	0.08	0	0.08
0.996825	0	0	0	0
0.972161	0	0.08	0	0.08
0.979731	0	0.08	0	0
1.01465	0	0	0	0
0.985104	0	0	0	0.08
0.964835	0	0.08	0	0.08
0.96337	0	0.08	0	0
0.983883	0	0.08	0	0.08
0.986813	0	0	0	0.08
1.04078	0	0.16	0	0.08
1.04396	0	0	0	0
1.02857	0	0.08	0	0.16
0.971673	0	0	0	0.16
0.963858	0	0	0	0.08
1.00904	0	0.16	0	0.08
1.04054	0	0	0	0
1.02637	0	0.08	0	0.08
1.01148	0	0.08	0	0.08
1.03248	0	0.08	0	0.08
0.958486	0	0.08	0	0.08
1.0381	0	0.08	0	0.08
1.02857	0	0.16	0	0.08
1.021	0	0	0	0.08
0.997558	0	0.08	0	0.08
1.01197	0	0.08	0	0
0.984127	0	0.08	0	0
0.98022	0	0.08	0	0.08
0.981197	0	0.08	0	0.08
0.999512	0	0	0	0
1.01148	0	0.08	0	0
1.03126	0	0.08	0	0.08
0.970208	0	0.08	0	0.16
0.968987	0	0.08	0	0
0.998291	0	0.08	0	0
1.00049	0	0.08	0	0.08
1.00952	0	0	0	0.08
1.0188	0	0.08	0	0
1.02418	0	0.08	0	0
1.03346	0	0.08	0	0
1.00366	0	0.08	0	0.08
1.02173	0	0.08	0	0.08
